protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,time_since_last,packet_rate,burst_count,unique_ports,port_entropy,ip_entropy,tcp_syn_count,tcp_ack_count,flow_duration,flow_packets,flow_bytes,avg_packet_size,label
17,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,91,attack
17,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132,132,attack
17,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,85,attack
17,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,87,attack
17,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,85,attack
17,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,89,attack
17,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,65,attack
17,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,66,attack
17,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,205,205,attack
6,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135,135,attack
17,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198,198,attack
17,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,102,attack
17,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,201,attack
17,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,64,attack
17,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,72,attack
17,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,85,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,54,attack
17,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202,202,attack
17,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198,198,attack
17,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203,203,attack
17,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202,202,attack
17,0,0,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1242,1242,attack
17,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,183,attack
17,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,85,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
17,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,201,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
17,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,205,205,attack
17,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,201,attack
17,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,235,235,attack
17,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,197,attack
17,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,254,254,attack
17,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,201,attack
17,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145,145,attack
17,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238,238,attack
17,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202,202,attack
17,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145,145,attack
17,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266,266,attack
17,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,200,attack
17,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178,178,attack
17,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270,270,attack
17,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,201,attack
17,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,205,205,attack
17,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,1,227,227,attack
17,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207,207,attack
17,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,255,attack
17,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,74,attack
17,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207,207,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194,194,attack
17,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,418,418,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,201,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106,106,attack
6,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,1,391,391,attack
6,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,85,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,400,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204,204,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,357,357,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198,198,attack
6,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,66,attack
6,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,60,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,325,325,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106,106,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,201,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1081,1081,attack
17,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203,203,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,1,711,711,attack
17,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203,203,attack
17,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023,1023,attack
17,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,200,attack
6,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,66,attack
6,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,60,attack
17,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791,791,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
17,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023,1023,attack
17,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272,272,attack
17,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791,791,attack
17,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268,268,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
17,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262,262,attack
17,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,259,259,attack
17,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,256,256,attack
6,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,60,attack
17,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263,263,attack
17,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264,264,attack
17,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,256,256,attack
17,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,259,259,attack
17,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,267,267,attack
17,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023,1023,attack
17,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,267,267,attack
17,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,279,attack
17,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,271,271,attack
17,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266,266,attack
17,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,261,261,attack
17,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,257,257,attack
17,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202,202,attack
17,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,261,261,attack
17,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,265,265,attack
17,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270,270,attack
17,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023,1023,attack
17,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791,791,attack
17,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,200,attack
17,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,94,attack
17,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262,262,attack
17,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253,253,attack
17,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023,1023,attack
17,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,254,254,attack
17,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202,202,attack
17,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,807,807,attack
6,0,0,943,0,0,0,0,0,0,0,0,0,0,0,0,0,1,943,943,attack
6,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,78,attack
6,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,60,attack
6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,54,attack
17,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023,1023,attack
6,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,78,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,54,attack
6,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,169,attack
17,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023,1023,attack
17,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,197,attack
17,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791,791,attack
17,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264,264,attack
17,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207,207,attack
17,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,267,267,attack
17,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282,282,attack
17,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023,1023,attack
17,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,271,271,attack
17,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,261,261,attack
17,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,1,260,260,attack
17,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263,263,attack
17,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791,791,attack
17,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202,202,attack
6,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,60,attack
6,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,60,attack
6,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,60,attack
17,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,94,attack
17,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023,1023,attack
17,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118,118,attack
17,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204,204,attack
17,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791,791,attack
17,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023,1023,attack
17,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,197,attack
17,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023,1023,attack
17,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791,791,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
17,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023,1023,attack
17,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,201,attack
17,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791,791,attack
17,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204,204,attack
17,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,201,attack
17,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,94,attack
17,0,0,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1021,1021,attack
17,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,197,attack
17,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,201,attack
17,0,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,953,953,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
17,0,0,955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,955,955,attack
17,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204,204,attack
17,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,956,956,attack
17,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,958,958,attack
17,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,200,attack
17,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,94,attack
6,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,94,attack
17,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,958,958,attack
17,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1020,1020,attack
17,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,205,205,attack
17,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204,204,attack
17,0,0,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1022,1022,attack
17,0,0,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1040,1040,attack
6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,54,attack
17,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,199,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,201,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345,345,attack
17,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1029,1029,attack
